CAR_SELL_NO,ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE
2157,j090890430,6,564276,2024. 11. 13
2158,f264923425,8,161616,2022. 1. 17
2159,h821931862,8,362576,2022. 9. 30
2160,y396983821,3,147354,2025. 6. 11
2161,y116204227,10,681690,2022. 5. 1
2162,k894534439,2,97376,2025. 1. 18
2163,d278810140,10,899570,2024. 7. 26
2164,x660478765,2,28324,2022. 8. 24
2165,m166376048,4,76252,2022. 8. 9
2166,l917784474,6,446112,2024. 2. 8
2167,w690772661,3,154029,2022. 10. 4
2168,g133157038,1,81757,2025. 3. 11
2169,f882879482,8,144312,2022. 11. 10
2170,w323487942,9,529929,2022. 7. 13
2171,k586130396,8,583856,2025. 5. 18
2172,f956576571,9,579717,2025. 7. 16
2173,e035346629,9,158490,2024. 11. 12
2174,c113845248,8,386424,2023. 5. 18
2175,d920616753,2,127116,2024. 10. 21
2176,e216045122,1,71958,2024. 7. 27
2177,i403780072,2,78724,2025. 10. 16
2178,g213231923,9,643950,2022. 7. 2
2179,w095922649,6,490074,2024. 2. 19
2180,q590187942,6,139650,2024. 2. 28
2181,u767405603,2,122680,2022. 11. 4
2182,c138427668,6,131682,2022. 5. 12
2183,g530567105,2,194264,2023. 10. 8
2184,p159192845,6,436686,2023. 7. 28
2185,t637417378,7,279356,2022. 3. 10
2186,u629940958,7,207459,2024. 3. 9
2187,g189539119,6,356034,2024. 1. 12
2188,e216045122,6,431748,2022. 9. 16
2189,r752010006,9,655596,2024. 1. 6
2190,f247372714,2,176392,2025. 10. 10
2191,q169469617,7,12670,2023. 3. 27
2192,c883605480,4,302716,2022. 12. 20
2193,z380800941,9,838071,2025. 5. 23
2194,a523831497,10,906910,2025. 8. 15
2195,z731036355,4,384640,2023. 11. 28
2196,f162579878,1,24841,2025. 2. 2
2197,f425955481,4,193000,2024. 8. 25
2198,f836042464,1,15202,2022. 10. 4
2199,y078993489,5,484800,2024. 9. 19
2200,w431095687,6,300042,2022. 10. 2
2201,s320098475,4,128300,2024. 3. 6
2202,e454284730,7,469588,2025. 1. 4
2203,y605029502,5,237185,2023. 5. 1
2204,n172021666,4,364012,2025. 8. 5
2205,d599845976,8,337576,2025. 6. 9
2206,m309002793,6,431316,2022. 7. 16
2207,j755823036,7,247940,2023. 10. 5
2208,q505009001,6,147564,2023. 2. 18
2209,n295129476,8,774440,2022. 6. 8
2210,m838445146,6,177750,2022. 6. 15
2211,c933605111,8,39232,2024. 4. 25
2212,s717219172,3,103632,2023. 12. 18
2213,j554622862,8,312624,2023. 4. 18
2214,y056571096,1,3556,2023. 1. 16
2215,u859799671,9,309222,2023. 1. 1
2216,o953249671,3,179145,2022. 8. 25
2217,m599425127,2,190442,2023. 12. 1
2218,o490437392,2,57212,2025. 6. 3
2219,m518017117,4,35928,2022. 1. 26
2220,o979977060,1,2419,2025. 3. 2
2221,m818930663,4,101916,2024. 5. 12
2222,a745997436,6,402486,2023. 5. 13
2223,a759758544,4,65056,2023. 2. 9
2224,q571494836,6,545796,2025. 10. 7
2225,p359854532,6,477354,2024. 8. 11
2226,d796127156,7,391916,2023. 11. 12
2227,n535495651,9,256905,2024. 9. 10
2228,s731896747,7,535913,2025. 5. 26
2229,o333571022,1,43530,2023. 2. 4
2230,h811674882,6,268164,2022. 11. 24
2231,p627274748,10,192940,2025. 6. 14
2232,b932914303,3,179241,2023. 5. 27
2233,i801450447,1,97432,2023. 2. 27
2234,p980272248,3,147183,2025. 10. 29
2235,i946382425,10,645480,2025. 4. 14
2236,b587275613,2,34132,2022. 7. 26
2237,e523196259,4,365464,2024. 3. 8
2238,y005651898,6,10548,2022. 4. 12
2239,k198617132,7,570353,2025. 1. 30
2240,y396983821,5,245590,2024. 4. 11
2241,c779201195,5,75545,2023. 7. 12
2242,u324400054,2,148402,2024. 9. 16
2243,l778844605,9,468657,2025. 3. 25
2244,t510913090,10,517410,2024. 5. 6
2245,i768905674,9,710343,2022. 4. 28
2246,z808077531,1,86195,2023. 8. 13
2247,n535495651,3,85635,2022. 6. 23
2248,m186710271,10,238100,2025. 2. 8
2249,c000272297,3,158451,2023. 3. 20
2250,k800195524,10,544240,2024. 10. 2
2251,s262375458,4,289340,2022. 3. 25
2252,k520417153,6,415740,2023. 12. 1
2253,a873116347,7,439019,2025. 5. 8
2254,d805220480,3,141978,2022. 2. 6
2255,g690457268,5,453235,2025. 12. 10
2256,b854248682,7,514647,2023. 5. 4
2257,e752450118,8,312848,2025. 1. 31
2258,d599845976,7,295379,2022. 4. 22
2259,f635062765,10,930180,2024. 11. 7
2260,n295129476,6,580830,2024. 3. 20
2261,j090890430,9,846414,2025. 7. 18
2262,u590470738,1,37972,2022. 7. 13
2263,h161359915,1,75720,2025. 5. 27
2264,g764771587,2,84322,2023. 9. 20
2265,r244463669,9,764892,2024. 7. 25
2266,f836042464,5,76010,2024. 2. 18
2267,y978736115,1,64898,2024. 10. 31
2268,k751579205,3,7398,2024. 4. 4
2269,x420016273,5,295850,2022. 11. 23
2270,u974470480,2,177046,2024. 4. 18
2271,n221905959,5,445380,2024. 6. 28
2272,l692353397,5,493500,2025. 12. 1
2273,i201480733,5,27705,2023. 10. 7
2274,z537590345,4,228136,2023. 6. 5
2275,y078993489,2,193920,2022. 7. 31
2276,x843828058,7,330995,2024. 11. 30
2277,r507789007,4,166472,2023. 8. 6
2278,f614111513,5,388765,2022. 6. 13
2279,f473338203,1,50861,2023. 2. 5
2280,n800488209,2,149572,2025. 9. 9
2281,y573431803,10,190060,2022. 1. 7
2282,v288031545,7,488075,2022. 10. 28
2283,w096454251,1,91432,2025. 7. 12
2284,u202554890,1,71583,2022. 10. 22
2285,m186710271,6,142860,2022. 8. 26
2286,w212851163,3,24573,2022. 7. 17
2287,p445543860,8,425592,2024. 3. 1
2288,t981672304,1,18526,2024. 6. 26
2289,v496107330,5,282280,2025. 11. 27
2290,k913206538,9,780237,2022. 8. 31
2291,s654707232,3,244977,2022. 4. 26
2292,w274804528,5,213240,2022. 7. 7
2293,g672789448,2,73456,2022. 12. 4
2294,c113845248,8,386424,2022. 1. 1
2295,z903616762,5,496265,2023. 6. 21
2296,v399559025,9,715275,2025. 4. 23
2297,b331859810,4,52048,2024. 1. 16
2298,n141306754,4,336312,2025. 6. 11
2299,b086714383,2,42866,2023. 3. 11
2300,x543482019,6,372450,2022. 10. 27
2301,q003233399,9,79245,2024. 11. 5
2302,t328354165,8,188968,2022. 1. 29
2303,s345479794,9,421803,2023. 2. 10
2304,d660474406,1,27688,2022. 5. 26
2305,r461036692,3,7023,2024. 11. 8
2306,k748242632,10,366680,2023. 6. 21
2307,m307856152,3,151143,2025. 12. 2
2308,h084718232,2,16776,2022. 4. 7
2309,t897689129,9,451125,2024. 1. 26
2310,i659512955,5,394310,2025. 9. 17
2311,c160384786,4,326060,2023. 3. 29
2312,n395232469,7,383131,2022. 6. 11
2313,x336387045,9,73071,2024. 12. 13
2314,t637417378,9,359172,2022. 7. 6
2315,m226583678,8,285304,2024. 5. 30
2316,f956576571,10,644130,2023. 9. 12
2317,a523831497,7,634837,2023. 12. 20
2318,u833216271,3,192225,2023. 1. 21
2319,k308718997,2,151128,2024. 2. 15
2320,s717219172,2,69088,2023. 9. 30
2321,f407283150,10,955150,2023. 7. 2
2322,i659512955,2,157724,2024. 7. 28
2323,q914126116,6,415278,2025. 3. 27
2324,w564949544,2,90082,2025. 7. 23
2325,r385156802,6,443928,2023. 1. 4
2326,x843828058,4,189140,2024. 7. 7
2327,w970258264,2,79192,2023. 8. 2
2328,f717572044,7,319515,2025. 2. 9
2329,l692353397,8,789600,2023. 3. 28
2330,i504850708,6,25248,2023. 7. 15
2331,p627274748,1,19294,2025. 9. 15
2332,p561149663,5,442795,2022. 12. 16
2333,p116551145,2,4032,2023. 3. 9
2334,c360485734,8,152568,2023. 7. 27
2335,g431399720,10,993920,2025. 10. 22
2336,p251938189,4,41800,2024. 12. 24
2337,x234592518,7,271418,2022. 3. 16
2338,g866014773,4,271176,2022. 4. 17
2339,x293485686,2,134210,2023. 9. 19
2340,b305774962,10,847650,2023. 2. 15
2341,q027632715,5,30355,2024. 4. 21
2342,t426923297,7,634088,2022. 4. 17
2343,v496107330,2,112912,2022. 7. 12
2344,v288031545,10,697250,2022. 8. 27
2345,t467465852,9,161811,2025. 9. 29
2346,g463661069,7,84140,2025. 9. 21
2347,n799111736,7,666288,2022. 7. 30
2348,s794628216,5,491745,2024. 6. 19
2349,g524980835,3,176205,2023. 9. 5
2350,i155714605,10,437090,2025. 9. 28
2351,q765948940,7,670229,2022. 6. 29
2352,p413561202,1,66482,2025. 7. 20
2353,p682976673,7,65303,2023. 7. 25
2354,r796830976,5,179625,2024. 11. 16
2355,a013563028,6,571020,2023. 11. 10
2356,e355094972,10,232500,2024. 4. 8
2357,r461036692,6,14046,2023. 4. 21
2358,c879916419,7,658084,2024. 11. 11
2359,g524980835,10,587350,2022. 12. 15
2360,i614225745,5,155030,2023. 6. 24
2361,x575930953,3,148644,2025. 2. 13
2362,h647035084,1,56320,2023. 3. 7
2363,r856179317,1,40408,2025. 10. 8
2364,r720773561,2,67448,2024. 5. 23
2365,e216045122,9,647622,2022. 1. 5
2366,u413915093,6,380868,2023. 7. 19
2367,j925781109,3,80370,2025. 11. 12
2368,p015164035,4,376976,2024. 8. 21
2369,r944272113,3,168510,2025. 12. 2
2370,q608715798,4,388448,2022. 1. 31
2371,e197496361,5,37345,2025. 7. 5
2372,g272489013,8,606760,2025. 10. 17
2373,a273422259,6,154404,2025. 3. 11
2374,w274804528,6,255888,2023. 2. 17
2375,p159192845,6,436686,2025. 5. 24
2376,d210200375,9,135873,2022. 8. 11
2377,g189539119,2,118678,2023. 9. 24
2378,s967902668,9,55305,2023. 2. 23
2379,m393770893,1,89072,2022. 11. 19
2380,m152544240,3,236463,2024. 9. 29
2381,q914126116,4,276852,2023. 1. 22
2382,s967902668,4,24580,2023. 9. 11
2383,q616336188,6,539004,2025. 1. 1
2384,x198896069,1,3510,2025. 8. 5
2385,w055659563,8,602040,2023. 5. 6
2386,y573431803,7,133042,2025. 3. 4
2387,f826178346,7,273168,2024. 6. 11
2388,n221905959,7,623532,2023. 9. 18
2389,r385156802,5,369940,2023. 4. 5
2390,x843217012,10,363900,2025. 7. 3
2391,g477169691,8,13296,2024. 10. 17
2392,p060227933,9,375426,2023. 10. 21
2393,y045556280,1,12206,2025. 5. 23
2394,w187479235,8,186416,2023. 5. 19
2395,y715838497,3,254760,2023. 3. 22
2396,g361867943,5,314635,2023. 3. 17
2397,m976284220,9,282420,2022. 12. 1
2398,p251938189,6,62700,2022. 5. 31
2399,c113845248,10,483030,2022. 11. 29
2400,g272489013,5,379225,2025. 7. 21
2401,y396983821,5,245590,2024. 12. 12
2402,f724719706,4,301444,2023. 5. 8
2403,g949682824,1,7881,2023. 7. 31
2404,x843217012,2,72780,2022. 2. 10
2405,q608715798,8,776896,2023. 9. 3
2406,m040735061,9,517968,2025. 12. 18
2407,d287841834,6,289878,2024. 1. 12
2408,r796830976,1,35925,2024. 4. 8
2409,r720773561,8,269792,2022. 2. 4
2410,n589416882,7,266294,2024. 12. 3
2411,d644748914,9,774522,2022. 11. 18
2412,j075630975,6,316236,2023. 6. 27
2413,j605378914,2,28280,2025. 7. 8
2414,g133157038,6,490542,2022. 2. 21
2415,e216045122,10,719580,2025. 2. 11
2416,c187155439,2,188078,2023. 10. 19
2417,f210791264,8,491016,2025. 1. 28
2418,m975516400,3,254241,2025. 12. 21
2419,j116446252,10,889860,2024. 12. 4
2420,s535361986,2,166258,2023. 2. 16
2421,s535361986,2,166258,2025. 7. 3
2422,g672789448,4,146912,2022. 8. 6
2423,g079094772,6,418620,2025. 12. 31
2424,q908065955,3,89310,2023. 10. 12
2425,l597752023,4,270696,2023. 6. 7
2426,q717924175,6,413574,2025. 7. 2
2427,l254467993,4,192416,2023. 9. 15
2428,r752010006,8,582752,2023. 6. 5
2429,e712191084,10,536200,2024. 6. 12
2430,y173295493,6,307710,2024. 6. 8
2431,k208774644,7,428918,2022. 8. 14
2432,n751486401,8,355040,2022. 7. 27
2433,f813934821,3,185124,2024. 9. 10
2434,w040947173,10,416050,2025. 11. 30
2435,r318061888,2,179562,2022. 9. 17
2436,j885064733,9,22194,2023. 4. 24
2437,m838445146,1,29625,2023. 4. 22
2438,v233760093,2,177874,2023. 7. 1
2439,d805220480,4,189304,2022. 10. 27
2440,q011238084,3,73548,2025. 12. 26
2441,e454284730,1,67084,2024. 7. 1
2442,h655135999,5,204250,2023. 4. 23
2443,g690457268,6,543882,2023. 3. 12
2444,l480004974,6,243540,2022. 4. 16
2445,o595181185,6,380970,2024. 9. 14
2446,p561149663,9,797031,2022. 6. 11
2447,t933788511,10,279790,2023. 1. 17
2448,k308718997,3,226692,2022. 10. 18
2449,h284695403,10,484250,2022. 4. 26
2450,k155522980,1,96718,2025. 10. 15
2451,b769421007,9,338526,2022. 10. 1
2452,b000338915,4,304984,2025. 12. 16
2453,p244476525,5,367420,2024. 4. 27
2454,l917784474,1,74352,2022. 10. 3
2455,w187479235,5,116510,2022. 3. 3
2456,s484208382,2,106838,2024. 2. 5
2457,s158550421,6,158970,2023. 9. 26
2458,s669175016,6,127728,2024. 4. 8
2459,y421945740,7,609280,2023. 6. 7
2460,o784308773,5,305060,2025. 5. 10
2461,b652318387,6,327144,2023. 10. 14
2462,r400130899,8,380176,2025. 1. 5
2463,a921128858,2,59558,2022. 1. 9
2464,a963379821,7,529221,2024. 2. 26
2465,p865682851,2,70080,2022. 3. 18
2466,b528019990,9,136278,2024. 3. 20
2467,j925781109,9,241110,2022. 4. 13
2468,d644748914,3,258174,2024. 1. 26
2469,i930016471,1,76791,2025. 9. 30
2470,r054709416,4,321068,2023. 2. 23
2471,n237021871,10,142290,2025. 12. 2
2472,z945409020,5,188945,2025. 8. 18
2473,s158550421,6,158970,2022. 8. 5
2474,r519123595,4,336680,2023. 10. 8
2475,c933605111,6,29424,2022. 4. 7
2476,r792308693,5,419245,2024. 5. 3
2477,h839647698,5,449850,2025. 1. 2
2478,z541337321,7,175490,2023. 1. 8
2479,k141189589,7,50876,2022. 2. 13
2480,k359496440,8,505232,2022. 6. 3
2481,d437332565,6,130008,2022. 5. 7
2482,p320026055,8,556008,2022. 12. 6
2483,c230233780,6,259458,2025. 8. 12
2484,i694523289,7,179305,2024. 2. 23
2485,s508760792,2,77186,2025. 12. 19
2486,p116551145,8,16128,2024. 6. 26
2487,k879665670,2,195390,2025. 9. 15
2488,z116142910,9,713808,2024. 5. 31
2489,n589416882,3,114126,2022. 11. 24
2490,n774474649,1,16044,2025. 6. 29
2491,k520417153,10,692900,2024. 4. 3
2492,j564617613,3,83907,2024. 11. 24
2493,o940067519,10,292120,2023. 2. 27
2494,w513344957,4,282672,2022. 5. 1
2495,x918911157,6,306438,2023. 3. 8
2496,n751486401,7,310660,2023. 7. 7
2497,g213231923,5,357750,2024. 12. 5
2498,l778844605,6,312438,2025. 12. 13
2499,f228135438,6,326496,2024. 12. 11
2500,w323487942,10,588810,2023. 1. 9
2501,i614225745,6,186036,2025. 8. 25
2502,f592561891,1,3997,2025. 9. 3
2503,s262375458,5,361675,2022. 2. 23
2504,i813203835,8,106376,2022. 11. 13
2505,s375943184,2,117266,2025. 1. 26
2506,a523831497,10,906910,2023. 9. 22
2507,u541632823,2,32136,2022. 11. 11
2508,q616336188,9,808506,2025. 11. 5
2509,m521265324,2,36626,2023. 1. 17
2510,y078993489,3,290880,2024. 7. 30
2511,g114346197,4,42388,2022. 3. 7
2512,q011238084,4,98064,2023. 10. 28
2513,u030331307,3,213063,2022. 5. 9
2514,e964762116,5,91070,2022. 2. 11
2515,i694523289,1,25615,2024. 2. 12
2516,e191171995,8,443400,2022. 2. 24
2517,d866555459,8,393312,2025. 1. 5
2518,i683625751,8,745048,2022. 9. 27
2519,x881292722,1,61979,2025. 3. 11
2520,c513104329,3,229395,2025. 1. 13
2521,m152544240,9,709389,2024. 3. 5
2522,i455929585,2,77648,2025. 9. 18
2523,w055659563,9,677295,2023. 12. 1
2524,h623930275,4,374772,2025. 1. 25
2525,a457805264,5,79475,2024. 7. 29
2526,j578829844,6,253968,2022. 10. 6
2527,m186710271,2,47620,2023. 10. 5
2528,f765809137,4,175308,2022. 11. 9
2529,p445543860,7,372393,2022. 3. 4
2530,r792308693,6,503094,2025. 8. 30
2531,m235209967,6,547554,2023. 5. 20
2532,b086714383,9,192897,2023. 7. 5
2533,b278394864,6,563934,2022. 9. 6
2534,y045556280,8,97648,2023. 8. 16
2535,e291417925,10,10770,2022. 9. 11
2536,j100873496,10,788870,2022. 9. 25
2537,s105151860,2,178324,2022. 1. 21
2538,b528019990,9,136278,2024. 6. 23
2539,h591420398,4,246316,2022. 10. 17
2540,p244476525,10,734840,2025. 3. 2
2541,f225936733,2,186664,2023. 7. 3
2542,g184093906,5,180385,2022. 3. 29
2543,e378186020,9,321966,2022. 4. 24
2544,e233784125,4,41272,2025. 3. 3
2545,j475889116,4,212268,2024. 10. 6
2546,p615314891,6,582300,2022. 2. 3
2547,z256728834,6,280314,2022. 8. 3
2548,a611529813,4,261464,2022. 12. 30
2549,o360654268,8,207656,2025. 1. 29
2550,r905979523,3,104172,2024. 5. 8
2551,n774474649,4,64176,2023. 6. 10
2552,o592051598,10,255590,2025. 1. 4
2553,g071239732,1,8531,2025. 9. 17
2554,c046192105,9,239724,2024. 8. 6
2555,e460980098,6,40110,2022. 1. 26
2556,v646582340,9,474264,2022. 11. 11
2557,x835940567,10,595710,2024. 7. 21
2558,e233784125,5,51590,2022. 8. 25
2559,w830452571,2,138588,2025. 11. 6
2560,p393102669,7,172473,2024. 12. 28
2561,e526146204,9,843588,2023. 8. 23
2562,r686778905,4,248268,2025. 1. 22
2563,f077591748,8,737608,2025. 8. 2
2564,r121630077,2,92998,2025. 12. 23
2565,u979405171,4,334768,2022. 2. 5
2566,z253656837,2,80334,2024. 7. 2
2567,f528661406,7,238497,2022. 12. 1
2568,a818248949,4,242532,2025. 5. 21
2569,i504850708,7,29456,2023. 5. 21
2570,c883605480,3,227037,2024. 6. 15
2571,m309002793,3,215658,2022. 2. 4
2572,c076445404,10,194010,2023. 10. 1
2573,z690167719,5,45655,2025. 12. 24
2574,a963379821,8,604824,2022. 5. 3
2575,p251938189,8,83600,2022. 8. 27
2576,p413561202,9,598338,2022. 10. 13
2577,r752010006,10,728440,2022. 4. 18
2578,o946850362,2,73734,2022. 3. 1
2579,t667015530,10,30060,2024. 12. 13
2580,b076542999,1,20340,2024. 3. 25
2581,g133092936,2,160962,2023. 7. 7
2582,j988224695,5,298970,2024. 8. 23
2583,m186710271,2,47620,2023. 10. 15
2584,t787990132,1,46380,2025. 7. 27
2585,o784308773,7,427084,2022. 9. 9
2586,q768309114,10,964830,2022. 1. 11
2587,l279829662,9,236691,2025. 9. 3
2588,c502414547,8,381192,2022. 8. 28
2589,e265015481,10,877580,2025. 2. 13
2590,c467777710,6,401208,2023. 12. 18
2591,a018090702,3,221172,2024. 11. 16
2592,c753475243,1,22760,2024. 1. 13
2593,c884079568,1,22035,2023. 12. 29
2594,y045556280,9,109854,2022. 7. 1
2595,z026627376,10,939470,2025. 3. 27
2596,q485561522,5,353765,2024. 7. 26
2597,n774474649,2,32088,2022. 3. 21
2598,c966681069,5,264290,2022. 8. 3
2599,k728244716,8,335664,2023. 9. 5
2600,j367035268,2,192798,2024. 2. 29
2601,d588522266,7,567686,2022. 9. 8
2602,z147786765,7,574021,2025. 12. 30
2603,r054709416,5,401335,2025. 7. 12
2604,g866014773,1,67794,2022. 8. 13
2605,r547813059,5,454580,2025. 9. 15
2606,j757140153,1,67056,2022. 10. 8
2607,v944093936,7,666407,2024. 3. 25
2608,w650977113,8,616624,2024. 7. 21
2609,r051475704,3,274038,2025. 3. 20
2610,o795588968,5,15285,2022. 10. 16
2611,n403365755,3,271212,2022. 7. 16
2612,v649715919,3,251238,2025. 1. 30
2613,k729713913,10,169840,2025. 2. 25
2614,s180092925,5,352300,2022. 9. 1
2615,d796127156,1,55988,2022. 9. 1
2616,h623930275,6,562158,2023. 11. 9
2617,g184093906,4,144308,2025. 10. 24
2618,e317312951,3,206331,2023. 3. 26
2619,p290497314,5,435250,2025. 7. 20
2620,u143817434,6,174750,2024. 9. 7
2621,y066260459,3,113586,2022. 7. 18
2622,w481124696,2,63976,2023. 2. 3
2623,r565789698,10,496020,2025. 12. 27
2624,w447308141,7,402528,2022. 12. 28
2625,w136891530,2,21434,2025. 10. 18
2626,u629940958,6,177822,2023. 6. 22
2627,b724848305,4,317280,2025. 11. 13
2628,z005898421,5,19150,2023. 7. 13
2629,c046192105,9,239724,2024. 2. 4
2630,e774955532,5,203975,2025. 10. 18
2631,i414199211,6,440490,2024. 1. 9
2632,f966395460,10,543980,2024. 4. 14
2633,b724848305,5,396600,2025. 3. 23
2634,f407283150,1,95515,2022. 2. 12
2635,z731036355,10,961600,2025. 4. 5
2636,m770445858,10,489700,2022. 2. 6
2637,f813934821,10,617080,2023. 8. 22
2638,j090890430,10,940460,2024. 2. 29
2639,z710081015,5,402365,2024. 9. 17
2640,m818930663,2,50958,2023. 7. 10
2641,g524980835,4,234940,2023. 1. 23
2642,t320554606,3,18477,2024. 7. 1
2643,g652351362,3,47382,2025. 10. 29
2644,n172021666,4,364012,2022. 5. 2
2645,k728244716,8,335664,2023. 1. 10
2646,o481527948,5,32760,2024. 12. 2
2647,i492167159,5,149925,2023. 10. 6
2648,i845867884,6,120108,2025. 8. 16
2649,s375943184,8,469064,2024. 3. 3
2650,c007308463,9,137214,2023. 8. 16
2651,j075630975,8,421648,2022. 5. 22
2652,g716684403,9,593973,2024. 9. 18
2653,e291417925,10,10770,2025. 5. 28
2654,f365462031,4,298540,2024. 9. 24
2655,q231649573,3,114216,2023. 4. 9
2656,e906289036,6,354612,2025. 11. 30
2657,v399559025,10,794750,2025. 5. 4
2658,a086853493,8,494016,2024. 2. 28
2659,g662626624,6,367446,2023. 4. 3
2660,v496107330,5,282280,2023. 3. 10
2661,w084741847,6,189522,2024. 12. 17
2662,x578216739,4,243380,2025. 6. 5
2663,e829549539,9,353916,2025. 10. 2
2664,u030331307,8,568168,2022. 2. 15
2665,v646582340,9,474264,2025. 12. 19
2666,s731896747,3,229677,2025. 4. 21
2667,h647035084,7,394240,2025. 12. 18
2668,q717924175,2,137858,2024. 6. 19
2669,v341276686,4,254304,2022. 5. 15
2670,s521075578,9,885969,2024. 4. 28
2671,w447308141,6,345024,2025. 2. 25
2672,w481124696,10,319880,2025. 3. 28
2673,k399391602,3,270693,2023. 9. 20
2674,b721051603,4,377408,2023. 12. 11
2675,p866186767,2,42964,2022. 8. 6
2676,g463210884,10,475720,2023. 9. 28
2677,v646582340,2,105392,2023. 5. 10
2678,i504850708,7,29456,2024. 2. 1
2679,c780756921,8,180808,2022. 12. 15
2680,p554871942,5,374895,2023. 4. 15
2681,h821931862,10,453220,2025. 9. 14
2682,r431377184,7,579740,2022. 5. 9
2683,q658060053,7,556542,2025. 10. 8
2684,g811681564,9,74178,2023. 6. 19
2685,i283417880,8,67944,2024. 8. 22
2686,y913649630,4,272100,2025. 7. 7
2687,d072677098,7,407589,2023. 10. 20
2688,e523349801,1,74237,2022. 1. 10
2689,i081122527,1,1746,2023. 1. 17
2690,g811681564,8,65936,2025. 8. 27
2691,m770445858,3,146910,2023. 9. 20
2692,f720624315,9,714627,2023. 8. 2
2693,q685423306,1,94048,2025. 1. 18
2694,t864169232,1,46447,2023. 1. 31
2695,o752818250,3,237540,2025. 6. 4
2696,p682976673,5,46645,2022. 6. 26
2697,q643141904,2,160868,2023. 6. 5
2698,w876251197,4,183864,2023. 10. 4
2699,e901724746,6,223452,2022. 3. 1
2700,u795298061,3,204402,2025. 9. 14
2701,k660909039,7,493206,2023. 9. 3
2702,c879916419,9,846108,2023. 1. 11
2703,r547813059,6,545496,2025. 2. 7
2704,i073127672,6,178026,2025. 1. 14
2705,y909174483,7,469952,2023. 9. 13
2706,v867724546,2,172710,2025. 1. 12
2707,r359603920,9,279360,2025. 1. 28
2708,t921584037,2,136996,2023. 7. 15
2709,m393770893,9,801648,2023. 7. 23
2710,x566052323,10,180590,2022. 11. 16
2711,r458510512,2,51516,2024. 6. 29
2712,m186710271,4,95240,2024. 2. 26
2713,p745559425,1,28959,2025. 3. 25
2714,c466917414,10,251610,2023. 4. 29
